ytid,source_captions,new0,new1,new2,new3,new4
2iFgXSXdqLo.wav,distorted electric guitar riff ,A dark and gritty electric guitar riff that sets a haunting mood.,An aggressive distorted electric guitar riff,Gritty electric guitar riff with a rebellious edge,Bold and sharp electric guitar riff that demands attention,A fierce and raw electric guitar riff filled with energy
2unse6chkMU.wav,calming piano and violin Music,"answer: A calming combination of delicate piano and melodic violin that transports you to a serene, picturesque garden.",A soothing piano and violin duet that lulls you into a state of tranquility and inner peace.,"The piano and violin intertwine beautifully, creating a harmonious melody that soothes the soul.","Ethereal piano keys gently dance with the graceful strokes of the violin, creating a peaceful soundscape.","The piano and violin harmonize, filling the air with a tranquil melody that wraps around you like a warm blanket."
2xGRCsW6-Bk.wav,wooden percussive elements and electric guitar,,,,,
2xQuWif8axE.wav,fast-paced  aggressive electric guitar,"answer: A blistering and fierce electric guitar that ignites a fire within, unleashing an unstoppable sonic fury.","An electrifying, high-octane onslaught of notes that slices through the air with relentless force.",A ferocious barrage of rapid-fire guitar riffs that will leave you exhilarated and breathless.,"A relentless assault of searing electric guitar, each note slashing through the atmosphere with unparalleled intensity.","A thunderous tornado of electrifying guitar, an adrenaline-fueled sonic explosion that shakes the very foundation of your being."
2zpITTJiw7Q.wav,synth-bass piano music ,,,,,
31O2j4aAgYU.wav,solo guitar music with reverb,A dreamy solo guitar piece echoing through a vast canyon.,Echoing solo guitar in a misty forest.,Lyrical guitar solo with reverberating melancholy tones.,Soul-stirring guitar solo filled with ethereal reverb.,Hauntingly beautiful reverberating guitar solo by a campfire in the desert.
31iD2VPLMxQ.wav,guitar  violin  and keyboard accompaniments,"answer: A harmonious blend of guitar, violin, and keyboard that weaves together intricate melodies, creating a symphony of emotions.","The guitar, violin, and keyboard form a musical tapestry that transports you to a dreamlike realm.","The soft strumming of the guitar, the melodic weave of the violin, and the celestial notes of the keyboard intertwine seamlessly.","Guitar, violin, and keyboard unite in perfect harmony, creating a captivating composition that lingers in your heart.","The interplay between the guitar, violin, and keyboard creates a rich soundscape that paints a vivid and ethereal sonic landscape."
3Nwsd439zmU.wav,harmonica and double bass,,,,,
3OUNEL8XaR0.wav,violin  piano  harp  and wind instruments ,"answer: The harmonious blend of violin, piano, harp, and wind instruments creates a mesmerizing symphony of sounds.","The gentle and delicate notes of the violin, piano, harp, and wind instruments intertwine in perfect harmony.","Serenading melodies from the violin, piano, harp, and wind instruments transport you to a whimsical world.","The enchanting combination of the violin, piano, harp, and wind instruments creates a magical and ethereal atmosphere.","A symphony of strings, keys, and winds come together, weaving a captivating tapestry of sound."
3PuzzYmTDA4.wav,soft strings  mellow woodwinds  and low brass,"Answer 1: Soft strings that wrap around you like a warm embrace, while mellow woodwinds dance delicately, accompanied by low brass.","The gentle caress of soft strings, mingling with the melodious whispers of mellow woodwinds, perfectly complemented by the resonating hum of low brass.","Velvety strings intertwine with the gentle breeze of mellow woodwinds, as low brass adds a rich depth to the symphony of tranquility.","A tapestry of soft strings, serene woodwinds, and resonant low brass paints a picture of sheer musical elegance.","Soft strings serenade your senses, as mellow woodwinds cast a dreamy atmosphere, harmonized by the deep, comforting presence of low brass.

Answer 2: Tender strings that float like clouds in the sky, mingle with the soothing melodies of woodwinds, accompanied by the gentle rumble of low brass."
3TP1itJqv-E.wav,bagpipe performance with audience sounds,A haunting bagpipe performance amidst a lively crowd cheering and clapping. ," The bagpipes echo through the room, enveloping listeners in a melancholic melody. ", The sound of bagpipes fills the air with a sense of mystique and ancient tradition. , The audience's enthusiastic response enhances the power and emotion of the bagpipe performance. , The bagpipes' sorrowful wail is heightened by the background of animated chatter and applause.
3TQmts_MxyQ.wav,piano  bass guitar  and acoustic drums,answer: The gentle melodies of the piano accompany the rumbling bass guitar and the rhythmic beats of the acoustic drums.,The piano's elegant notes intertwine with the pulsating bass guitar and the lively drumbeats.,"A beautiful blend of piano, bass guitar, and acoustic drums creates a mesmerizing symphony of harmonies.",The piano gracefully dances with the groovy bass guitar while the drums provide an infectious rhythm.,"The melodious piano, energetic bass guitar, and lively drums fuse together to create a captivating musical experience."
3ZyuBJEbmJM.wav,syncopated bass rhythm,"A syncopated bass rhythm that grooves with pulsating energy, creating a funky and infectious dance floor vibe.","The syncopated bass rhythm grooves like a heartbeat, injecting a captivating and hypnotic flow into the music.",A dynamic syncopated bass rhythm that adds layers of textured complexity and drives the song's momentum forward.,"The syncopated bass rhythm adds a playful and unpredictable element to the music, always keeping the listener on their toes.","A mesmerizing syncopated bass rhythm that weaves in and out of the sonic landscape, creating a captivating sense of tension and release."
3e6GleQ9sl0.wav,violin and harp music.,"An enchanting duet between the violin and harp, creating a heavenly atmosphere.","Ethereal melodies intertwine, painting a picture of serenity and grace.",The violin and harp dance together in a delightful harmony of sound.,Soothing strings of the violin and harp weave a tapestry of beautiful music.,The violin and harp create a magical symphony that captivates and enchants.
3gh1oldZ7Zc.wav,acoustic guitar and wind instrument music,,,,,
3m-a805cVl0.wav,simple  mono acoustic guitar melody tutorial,"Answer:
A beautifully serene and delicate acoustic guitar melody tutorial, guiding you through gentle strings that whisper like falling leaves. "," A simple yet heartfelt acoustic guitar melody tutorial, resonating with a peaceful ambiance that soothes the soul. "," This acoustic guitar melody tutorial dances in your ears with grace, painting a picture of tranquility and introspection. "," A mesmerizing tutorial that unveils the captivating power of a lone acoustic guitar, its melody caressing and uplifting. "," An enchanting acoustic guitar tutorial, where each note blossoms like a delicate flower, filling the air with sweet serenity."
3rvqiSZB4pA.wav,keyboard  synth bass  and acoustic drums,"answer: A captivating combination of keyboard, synth bass, and acoustic drums that create a rhythmic explosion of sound.",The keyboard synth bass and acoustic drums collaborate to produce an electrifying and pulsating groove.,"An intoxicating fusion of keys, synth bass, and drums that transports you to a futuristic sonic dimension.",The keyboard synth bass and acoustic drums intertwine creating a rhythmic tapestry that energizes every beat.,"A mesmerizing collaboration of keyboard, synth bass, and drums that ignites a fiery and infectious rhythm."
3w3fD54bNvU.wav,guitar solos and ambient room noises,"A mesmerizing fusion of soulful guitar solos that intertwine with calm ambient room noises, creating an otherworldly atmosphere.","Electric guitar solos resonate with haunting echoes, blending seamlessly with the soothing sounds of a serene room ambience.","The guitar solos transport you to a dreamlike state, accompanied by a backdrop of gentle room noises, immersing you in a surreal musical experience.","Passionate guitar solos dance gracefully alongside the subtle hum of ambient room noises, creating a captivating and ethereal sonic landscape.","The room comes alive with a captivating ensemble of guitar solos and ambient noises, painting a vivid picture of creativity and musical spontaneity."
3zIQTDfS4Hk.wav,an emotional exotic tropical steel drum ,"answer: The hypnotic melodies of the steel drum transport you to a tropical paradise, evoking feelings of joy and tranquility.",The soulful beats of the steel drum take you on an emotional journey through vibrant exotic landscapes.,"The rhythmic patterns of the steel drum create an enchanting atmosphere, where you can almost feel the warm breeze on your skin.","The haunting tunes of the steel drum resonate with a yearning for distant shores, inviting you to escape reality.",The passionate rhythms of the steel drum ignite your senses and transport you to a sun-drenched island getaway.
40i3_JH6FYw.wav,overdriven electric guitar,"Answer: The overdriven electric guitar roars and screeches, filling the air with raw power and shredding riffs.","An electrifying display of distorted guitar, sending thunderous waves of energy straight to your soul.","The overdriven guitar unleashes an onslaught of gritty, hard-hitting chords, creating an intense sonic atmosphere.","The electrifying overdriven guitar pierces through the silence, like a bolt of lightning in a stormy sky.","A blistering and aggressive display of overdriven guitar, leaving you exhilarated and begging for more."
42QgE4mM55I.wav,digital drums and synth sounds ,1. Pulsating digital drums create a futuristic atmosphere while shimmering synth sounds add layers of ethereal beauty.,"
2. The interplay between digital drums and synth sounds conjures images of a neon-lit cityscape at night.","
3. The rhythmic beats of digital drums blend seamlessly with the otherworldly sounds of synth, creating a dynamic musical landscape.","
4. Intricately woven digital drum patterns create a sense of urgency, while the haunting synth sounds transport listeners to a different realm.","
5. The seamless fusion of digital drums and hypnotic synth sounds creates a mesmerizing auditory experience that is both captivating and immersive."
45iNSkfzOwM.wav,piano music box and ambient factory sounds,,,,,
