ytid,source_captions,new0,new1,new2,new3,new4
2hgvuYGc95o.wav,harmonica solo,A gentle harmonica solo evoking a serene sunset over calm waters.,A lively harmonica solo that bursts with energy and joy.,"The harmonica wails soulfully, echoing blues from a smoky bar.","A swift, complex harmonica solo that dances playfully with each note.","The harmonica's deep, mournful solo stirs echoes of longing and solitude.
"
2iFgXSXdqLo.wav,distorted electric guitar riff ,"A hauntingly beautiful piano melody, each note a whisper in the darkness.",A playful piano tune that dances lightly across the keys.,"The piano's rich chords unfold a deep, emotional story.","An energetic piano melody, bursting with jubilant energy.","Soft piano notes that evoke a serene, tranquil lakeside morning.
"
2unse6chkMU.wav,calming piano and violin Music,"A tranquil blend of piano and violin, evoking a serene, moonlit evening.","Soft piano and delicate violin strings harmonize, soothing the soul.",The piano's gentle melody intertwines with the violin's tender whispers.,Piano and violin create a melancholic yet comforting soundscape.,"The piano and violin perform a dance of elegant, heartfelt melodies.
"
2xGRCsW6-Bk.wav,wooden percussive elements and electric guitar,"Wooden percussive beats blend with electric guitar riffs, creating an earthy yet electrifying sound. "," The music combines subtle wooden percussion with powerful electric guitar, offering a dynamic contrast. "," Rustic wooden rhythms meet the raw energy of electric guitar, crafting a vibrant auditory experience. "," A fusion of warm wooden percussion and buzzing electric guitar, perfect for an immersive listening journey. "," Gentle taps on wooden instruments paired with aggressive electric guitar strums evoke a sense of rustic modernity.
"
2xQuWif8axE.wav,fast-paced  aggressive electric guitar,"A rapid burst of electric guitar riffs, fueling an adrenaline rush.","An electric guitar unleashes raw, aggressive power with every note.","Fast-paced electric guitar roars with an unbridled fury, shaking the very air.","The electric guitar's aggressive melody demands attention, pulsing with energy.","A relentless electric guitar dominates the soundscape, fierce and uncompromising.
"
2zpITTJiw7Q.wav,synth-bass piano music ,An energetic synth-bass piano tune that pulsates with vibrant rhythm.,A soothing melody carried by the synthetic bass notes on the piano.,The synth-bass piano tune that reverberates with an ethereal harmony.,"Synth-bass piano music, its profound low notes resonating deeply.",A catchy and harmonious synth-bass piano rhythm that ensnares the senses.
31O2j4aAgYU.wav,solo guitar music with reverb,"A solo guitar number with reverb that resonates, filling the room with an echo of haunting energy.","The lone guitar serenades with a rich reverb, creating a soothing, soulful performance."," The ethereal reverb from a solo guitar creates a surreal, dreamlike audioscape."," A solo guitar piece amplified with distinctive reverb echoes, inducing a sense of calmness."," Reverb enhanced solo guitar music, adding depth and texture to a solitary melody."
31iD2VPLMxQ.wav,guitar  violin  and keyboard accompaniments,"A charming mix of guitar, violin, and keyboard, weaving a melodious tapestry.","Guitar, violin, and keyboard unite, creating a harmonious concurrency.","The guitar's twang, violin's sob, and keyboard's hum blend into a soul-stirring symphony.","Guitar, violin, and keyboard companionships paint a vibrant auditory scenery.","An exquisite compilation of guitar, violin, and keyboard chords creating an ethereal soundscape."
3Nwsd439zmU.wav,harmonica and double bass,"A low, mellow double bass intertwines with the rich tones of the harmonica.",A harmonic symphony centered around soothing harmonica and deep double bass notes.,"Rhythmic progression of harmonica leads, supported by the resonant hum of the double bass.",The harmonica's reedy voice danced over a steady double bass harmony.,"Mellow harmonica tones blending seamlessly with the deep, throaty thrum of the double bass."
3OUNEL8XaR0.wav,violin  piano  harp  and wind instruments ,"The violin, piano, harp, and wind instruments converging into a symphony of harmonious melody.","A vivid intertwining of violin, piano, harp, and wind instruments crafting an enchanting soundscape.","A soul-stirring ensemble of violin, piano, harp, and wind instruments amplifying each other's beauty.","The delicate union of violin, piano, harp, and wind instruments in a captivating performance.","The exhilarating intermingling of violin, piano, harp, and wind instruments echoing with piercing clarity."
3PuzzYmTDA4.wav,soft strings  mellow woodwinds  and low brass,The gentle strings paired with mellow woodwinds and deep brass create a soothing symphony. ," Instruments blend seamlessly: soft strings, mellow woodwinds and a low brass ragtime. "," An orchestral ensemble of soft strings, mellow woodwinds, and low brass produces a melodious harmony. "," The composition includes soft string melodies, enriched by mellow woodwinds, and anchored in deep, low brass tones. ", Intimate strings mix with the light timbre of woodwinds grounded by rich low brass tones.
3TP1itJqv-E.wav,bagpipe performance with audience sounds,"A lively bagpipe performance, with audience cheers enhancing the vibrant atmosphere.","Soft bagpipe tones resonate, met by gentle claps and whispers of awe.","Energetic bagpipe melodies echo, punctuated by bursts of applause and excitement.","The solemn sound of bagpipes, with background murmurs reflecting deep appreciation.","Bagpipes lead a joyful tune, as the crowd's enthusiastic responses fill the air.
"
3TQmts_MxyQ.wav,piano  bass guitar  and acoustic drums,A piano's melodic flow intertwines with the deep hum of a bass guitar and the crisp beats of acoustic drums.,"Energetic piano keys dance with a rich bass guitar rhythm, complemented by lively acoustic drumming.","The piano, bass guitar, and drums create a harmonious symphony, evoking a serene auditory escape.","A vibrant blend of piano chords, bass guitar grooves, and the dynamic pulse of acoustic drums.","The trio of piano, bass guitar, and drums weaves a tapestry of rhythmic elegance and power.
"
3ZyuBJEbmJM.wav,syncopated bass rhythm,"The syncopated bass rhythm pulses, setting a groovy foundation for the song.", A syncopated rhythm of the bass creates unexpected jolts of excitement.,An infectious syncopated bass rhythm that gets your feet tapping.,Syncopated rhythms of the bass creating a thrilling musical ride.,The heartbeat of the song lies in its intriguing syncopated bass rhythm.
3e6GleQ9sl0.wav,violin and harp music.,"The violin and harp weave a harmonious tune, like a poetic dialogue.",A gentle blend of violin and harp creating music to soothe the soul.,The enchanting duet of violin and harp evokes the imagery of a tranquil sunset.,"Violin intertwines with harp, crafting a melody with deep resonance and beauty.","The mystic fusion of violin and harp echoes in the silent night, creating a magical harmony."
3gh1oldZ7Zc.wav,acoustic guitar and wind instrument music,"An acoustic guitar pairs with a flute, creating a serene woodland symphony.",A gentle acoustic guitar intertwines with the soft whispers of a clarinet.,Harmonious melodies from an acoustic guitar and a saxophone fill the evening air.,"The strumming guitar and haunting oboe evoke a nostalgic, autumnal mood.","A vibrant duet of acoustic guitar and wind instruments, perfect for a sunny afternoon.
"
3m-a805cVl0.wav,simple  mono acoustic guitar melody tutorial,A gentle acoustic guitar melody that soothes the soul with each pluck.,"A basic, clear acoustic guitar tune, easy for beginners.","A sweet, melodic acoustic guitar rhythm, perfect for a peaceful afternoon.","The guitar's simple melody forms a serene, inviting sound.","A pure, unadorned acoustic guitar sequence, teaching the basics of melody.
"
3rvqiSZB4pA.wav,keyboard  synth bass  and acoustic drums,"The electrifying blend of keyboard synth bass, punctuated by rhythm of acoustic drums.",A jazz-style keyboard synth bass fused with acoustic drums for an earthy undertone.,Captivating keyboard synth bass trickling over the steady beat of acoustic drums.,"The keyboard synth bass and acoustic drums, an intriguing duality of sound.",An exhilarating mix of modern keyboard synth bass interlaced with classic acoustic drums.
3w3fD54bNvU.wav,guitar solos and ambient room noises,"A guitar solo and ambient room noises merge, painting a vivid sonic landscape. "," Undulating between powerful chords and subtle room noise, a tapestry of sound is woven. "," Guitar solos resonate vibrantly, harmonizing with the ambient noise, a sonic symphony. ", Ambient sounds dance mysteriously around the exquisite threads of guitar solos. ," A symphony that blends guitar solos and the hum of a living room, creating a unique auditory experience."
3zIQTDfS4Hk.wav,an emotional exotic tropical steel drum ,A rhythmic steel drum solo evoking a serene tropical sunset.,"Lively, festive steel drum notes that transport you to a Caribbean carnival.",The steel drum's gentle melody mirrors the calm of a quiet beach.,"An exotic steel drum rhythm, pulsing like the heart of the jungle.","Soothing, soft steel drum sounds floating on a cool ocean breeze.
"
40i3_JH6FYw.wav,overdriven electric guitar,A haunting overdriven electric guitar that echoes through the night.,"A fiery overdriven electric guitar riff, pulsating with raw energy.","The overdriven guitar unleashes a wave of gritty, powerful sound.","An overdriven electric guitar, weaving a tapestry of bold, rebellious tones.","The guitar's overdrive fills the air, commanding and unstoppable.
"
42QgE4mM55I.wav,digital drums and synth sounds ,The digital drums and synth sounds create a futuristic auditory experience., Digital drums and synth sounds pulsate like a heartbeat in an electronic dreamscape.," The vibrating beats of digital drums paired with synth sounds, echo eerily."," Digital drums and synth, producing a blend of rhythm and melody with an artificial charm.", A gritty symphony of digital drums accompanied by a rich layer of synth sounds.
45iNSkfzOwM.wav,piano music box and ambient factory sounds,A whimsical music box paired with ambient factory sounds invoking nostalgia and whimsy.,The soft plinking of a piano music box intermingles with the industrial buzz of a factory.,"A haunting music box melody overlaying soothing, distant factory ambiance.",The innocent notes of a piano music box amidst the unique symphony of a bustling factory.,The contrasting blend of a delicate piano music box and the murmuring hum of an ambient factory soundscape.
