ytid,source_captions,new0,new1,new2,new3,new4
3TQmts_MxyQ.wav,piano  bass guitar  and acoustic drums,"A harmonious blend of piano, bass guitar, and acoustic drums, creating a soulful rhythm.","A lively trio of piano, bass guitar, and acoustic drums, delivering an upbeat tune.","The piano, bass guitar, and acoustic drums unite for a dynamic, rhythmic performance.","A gentle fusion of piano, bass guitar, and acoustic drums, evoking deep emotions.","Piano, bass guitar, and acoustic drums combine to craft a vibrant, energetic sound."
3ZyuBJEbmJM.wav,syncopated bass rhythm,,,,,
3e6GleQ9sl0.wav,violin and harp music.,"A harmonious violin and harp duet, echoing through a moonlit forest.","A gentle dance between violin and harp, their melodies intertwining gracefully.","Violin's sorrowful cry tempered by the harp's soothing whispers, a tale of love and loss.",The delicate harp strings cradle the violin's lilting melodies in an ethereal embrace.,"A passionate dialogue of violin and harp, their notes painting a vivid sonic landscape."
3gh1oldZ7Zc.wav,acoustic guitar and wind instrument music,A gentle acoustic guitar and wind instrument duet evoking a serene twilight by the lake.,An acoustic guitar blending perfectly with the haunting melody of a wind instrument.,"Acoustic guitar strings mingling with the wind's whisper, creating a symphony of nature's lullaby.","A harmonious dance between the acoustic guitar and wind instruments, bringing to life a tranquil landscape.",An acoustic guitar and wind ensemble with notes that float like a cool breeze on a summer day.
3m-a805cVl0.wav,simple  mono acoustic guitar melody tutorial,A gentle acoustic guitar tutorial that guides you through a beautiful melody step-by-step. ," Learn a heartwarming acoustic guitar tune, perfect for quiet evenings. "," A serene mono acoustic guitar tutorial, teaching melody with clarity and charm. "," Soft and simple, this acoustic guitar tutorial makes learning a melody a joy. ", Unveil the magic of a mono acoustic guitar with this easy-to-follow melody tutorial.
3rvqiSZB4pA.wav,keyboard  synth bass  and acoustic drums,"A fusion of keyboard synth bass and acoustic drums, creating a groovy party atmosphere.","Keyboard synth bass drives the rhythm, complemented by dynamic acoustic drums.",Melodic synth bass on the keyboard dances with the earthy tones of acoustic drums.,"The rich synth bass pulses from the keyboard, perfectly amplified by live acoustic drum beats.",An energetic keyboard synth bass harmonizes seamlessly with spirited acoustic drums.
3w3fD54bNvU.wav,guitar solos and ambient room noises,Whispers of guitar solos layered over the gentle hum of a serene room ambience.,"Guitar solos ripple through the ambient room, creating a symphony of calm and chaos.","Ambient room noises blend with guitar solos, forming a tapestry of sound that soothes the soul.","Haunting guitar solos dance with the subtle hum of the room's ambiance, painting an audible masterpiece.","Melancholic guitar solos interlace with the quiet murmur of room noises, crafting an intimate soundscape."
3zIQTDfS4Hk.wav,an emotional exotic tropical steel drum ,A captivating steel drum melody that evokes warmth and vibrant colors of a tropical paradise.,An emotional steel drum tune bringing distant tropical shores closer to the heart.,"Steel drum notes flow like a tropical breeze, carrying heartfelt emotions.",Exotic steel drum rhythms blend joy and sorrow in a tropical dance of feelings.,"The steel drum resonates deeply, conjuring vivid images of an emotional tropical journey."
40i3_JH6FYw.wav,overdriven electric guitar,"An overdriven electric guitar bursts with raw, unfiltered power, electrifying the room.","The overdriven electric guitar growls with a fierce, rebellious spirit, shaking your core.","An overdriven electric guitar howls, its distorted notes blazing through the air like wild fire.","Explosive and aggressive, the overdriven electric guitar slashes through the silence with a sonic roar.","The overdriven electric guitar's jagged edge cuts through the melody, a thrilling surge of energy."
42QgE4mM55I.wav,digital drums and synth sounds ,The pulsating beat of digital drums melds seamlessly with ethereal synth sounds.,Energetic digital drums drive the synth's dreamy ambiance.,Vibrant digital drums pulse alongside shimmering synth waves.,Digital drums form a rhythmic backbone for futuristic synth melodies.,"Throbbing digital drums entwine with lush, atmospheric synth tones."
45iNSkfzOwM.wav,piano music box and ambient factory sounds,"1. A delicate piano music box melody mixed with the gentle hum of an old factory's machinery.
","
2. The soft chimes of a piano music box blend seamlessly with the rhythmic clatter of factory gears.
","
3. Enchanting piano music box notes float above the ambient whirr of an industrial backdrop.
","
4. A piano music box tune dances with the soothing ambient sounds of a factory in motion.
","
5. Ethereal piano music box melodies meet the subtle, humming lullabies of a working factory."
