ytid,source_captions,new0,new1,new2,new3,new4
3TP1itJqv-E.wav,bagpipe performance with audience sounds,A vibrant bagpipe performance echoing through the lively crowd.,The powerful bagpipe sounds weave through the cheering audience.,Bagpipe melodies blend with the audience's enthusiastic applause.,The bagpipes' bold notes stir the crowd's joyous reactions.,A stirring bagpipe performance electrifying the engaged audience.
3TQmts_MxyQ.wav,piano  bass guitar  and acoustic drums,"A harmonious blend of piano, bass guitar, and acoustic drums creates a rich, full sound.","
A jazzy trio of piano, bass guitar, and acoustic drums fills the room with vibrant energy.","
Soft piano notes, rhythmic bass, and gentle drum beats weave a soothing melody.","
Powerful piano chords, deep bass, and lively drumming create an electrifying atmosphere.","
The trio of piano, bass guitar, and acoustic drums delivers a dynamic and soulful performance."
3ZyuBJEbmJM.wav,syncopated bass rhythm,A pulsating bass rhythm that gets your feet tapping irresistibly. , A heavy syncopated bass groove that fills the room with energy. ," The bass rhythm syncopates, creating a captivating dance beat. ", A rhythmic bass pattern that adds a funky twist to the melody. ," Syncopated bass notes that weave seamlessly through the music, driving the tempo."
3e6GleQ9sl0.wav,violin and harp music.,"1. The violin and harp duet creates a serene, magical atmosphere.",The enchanting blend of violin and harp soothes the soul.,A harmonious violin and harp piece evokes deep emotions.,"Violin and harp together weave a delicate, ethereal soundscape.",The violin's melody dances with the harp's gentle chords.
3gh1oldZ7Zc.wav,acoustic guitar and wind instrument music,A harmonious blend of acoustic guitar and wind instruments creating a serene atmosphere.,"Gentle acoustic guitar meets the airy tones of wind instruments, evoking peace.",Acoustic guitar and wind instruments dance together in a tranquil melody.,"The acoustic guitar's warm strumming harmonizes with the breathy wind instrument, crafting a calm soundscape.","Wind instruments and acoustic guitar intertwine, filling the air with soothing, melodic tranquility."
3m-a805cVl0.wav,simple  mono acoustic guitar melody tutorial,"1. A gentle acoustic guitar melody tutorial, perfect for beginners seeking a serene sound. "," Learn a soulful acoustic guitar melody, step by step. "," Discover a calming acoustic guitar melody, easy for beginners. ", Master a soothing acoustic guitar melody with this simple guide. , An easy-to-follow tutorial for a melodic acoustic guitar tune.
3rvqiSZB4pA.wav,keyboard  synth bass  and acoustic drums,"1. A dynamic fusion of keyboard, synth bass, and acoustic drums, creating an electrifying atmosphere. "," A harmonious blend of keyboard, synth bass, and acoustic drums, full of rhythmic surprises. ", The rich tones of keyboard and synth bass meet the organic beats of acoustic drums. ," An innovative mix of keyboard, synth bass, and acoustic drums, perfect for a modern soundscape. ", The pulsating synth bass and keyboard interplay with the raw power of acoustic drums.
3w3fD54bNvU.wav,guitar solos and ambient room noises,A melodic guitar solo accompanied by soft sounds of the environment.,"Soothing guitar solos blend with subtle background noises, creating an immersive experience.","Guitar solos that echo through the room, accompanied by gentle whispers of ambient sounds.",Intimate guitar solos intertwine with the natural acoustics of the space.,"Captivating guitar solos overlay with tranquil ambient room noises, crafting a serene atmosphere."
3zIQTDfS4Hk.wav,an emotional exotic tropical steel drum ,,,,,
40i3_JH6FYw.wav,overdriven electric guitar,An electrifying overdriven electric guitar roaring with raw energy.,A gritty overdriven guitar riff that shakes your soul.,"The overdriven guitar thrashes, commanding attention with its piercing distortion.",A searing overdriven electric guitar that ignites the atmosphere.,"An aggressive, overdriven electric guitar powers through with relentless force."
42QgE4mM55I.wav,digital drums and synth sounds ,Digital drums and synth sounds create an otherworldly electronic experience.,Digital drums pulse while synths create a futuristic atmosphere.,Hypnotic digital drums paired with ethereal synths take you to another dimension.,Energetic digital drums and vibrant synths make the perfect dance track.,Synth waves and digital drumbeats create a space-age soundscape.
45iNSkfzOwM.wav,piano music box and ambient factory sounds,A haunting piano tune intertwine with the rhythmic hum of machinery.,Delicate piano melodies over the mechanical symphony of a factory.,A gentle piano music box plays amid the constant drone of factory ambiance.,"Piano notes float, blending seamlessly with the industrial background.","Soft, tinkling piano contrasts with the harsh, echoing sounds of production."
