ytid,source_captions,new0,new1,new2,new3,new4
2ZB7DUGOdZw.wav,distorted guitar rhythm and noisy ambience,"The guitar's distorted rhythm clashes poetically with the ambience, creating an aural dreamscape.",A tumultuous symphony of distorted guitar rhythm and raucous surroundings.,"The distorted guitar rhythm blends with the chaotic ambience, creating a turbulent harmony.",Distorted guitar rhythms entangling with the cacophonic ambience in an intricate dance.,"Rich, distorted guitar patterns weaving into the fabric of an unruly, noisy ambiance."
2ctgUIqyaBk.wav,guitar and percussion,"A soulful duet of guitar and percussion, echoing a lively dance rhythm.","A guitar and percussion combo, resonant with festive vibes.",The rhythmic blend of guitar strums and percussion beats evokes a carnival atmosphere.,"An intimate acoustic guitar paired with soft percussion, perfect for a serene evening.","Dynamic guitar riffs and powerful percussion create an exhilarating musical experience.
"
2hgvuYGc95o.wav,harmonica solo,A harmonica solo that paints a picture of a forgotten old west.,The mournful tone of the harmonica solo echoes in the stillness.,"The harmonica solo, a soulful serenade drifting across the breeze.",A lively harmonica solo bringing light and life to the room.,"An intense blues harmonica solo, dripping with feeling and raw emotion."
2iFgXSXdqLo.wav,distorted electric guitar riff ,A haunting electric guitar riff that echoes with a mysterious vibe.,"A gritty, distorted riff that pulses with raw energy.","An electric guitar riff, heavy and relentless, shakes the room.","A sharp, piercing electric guitar riff cuts through the silence.","A deep, growling riff from an electric guitar fills the air with tension.
"
2unse6chkMU.wav,calming piano and violin Music,"A tranquil fusion of piano and violin, harmonizing as one serene melody.","A heart-tugging duet between piano and violin, easing the soul.","Nostalgic piano and violin composition stirs serene, peaceful feelings.",Transcendent piano and violin interplay enveloping the listener in tranquility.,"A piano and violin melody, each note a gentle lullaby for the weary heart."
2xGRCsW6-Bk.wav,wooden percussive elements and electric guitar,Wooden percussion clatters rhythmically beside a raw electric guitar melody.,Electric guitar twangs meet the organic tap of wooden percussion.,Earthy wooden beats underscore the electric guitar’s vibrant echoes.,A fusion of electric guitar with the primal sound of wooden percussion.,"The electric guitar’s buzz harmonizes with the natural wooden percussion.
"
2xQuWif8axE.wav,fast-paced  aggressive electric guitar,A fast-paced electric guitar riff energizes the room with its fiery energy.,A blistering electric guitar performance that exudes raw aggression and power.,"The electric guitar's aggressive tones slice through the air, commanding attention.","Fast and fierce, the electric guitar unleashes a torrent of electrifying notes.","The electric guitar roars with aggressive speed, thrilling its audience.
"
2zpITTJiw7Q.wav,synth-bass piano music ,A synth-bass piano melody that transcends time and space with its captivating rhythm.,"The synth-bass piano music, a gently undulating sea of tone and rhythm.","A pulsating synth-bass piano tune, mesmerizing and hypnotic.","A vibrant and versatile synth-bass piano piece, delicate yet intense.",Synth-bass piano music - it's like a vibrant splash of colors on a blank canvas through aural waves.
31O2j4aAgYU.wav,solo guitar music with reverb,"A haunting guitar solo that echoes deeply, filling the room with a sense of mystery.","A soft, reverberating guitar solo, reminiscent of a serene, misty morning.","A powerful solo with the guitar's reverb creating an atmospheric sound, like a distant storm.","Gentle plucks of a guitar solo, the reverb extending each note like ripples in a pond.","An intense guitar solo that reverberates, each note cascading into the next with profound resonance.
"
31iD2VPLMxQ.wav,guitar  violin  and keyboard accompaniments,"A gentle guitar solo whispers softly, soothing the soul with its melody.","A fiery guitar solo, blazing with passion and energy.","Each note of the guitar solo weaves a poignant narrative, tugging at heartstrings.","The guitar solo erupts, a raw display of skill and emotion.","A playful guitar solo dances lightly, bringing joy with each strum.
"
3Nwsd439zmU.wav,harmonica and double bass,A jazz combo featuring a sultry harmonica and a bold double bass.,"Rustic harmonica intertwines with the rich, resonant notes of a double bass.","An exhilarating blend of harmonica and double bass, bursting with vibrant energy.",Harmonica and double bass dancing in perfect harmony.,Acoustic delight as the harmonica meets the deep undertones of a double bass.
3OUNEL8XaR0.wav,violin  piano  harp  and wind instruments ,"A graceful violin melody entwined with soft piano, harp glissandos, and gentle winds creating a serene soundscape.","A vibrant ensemble of violin, piano, and harp with joyful wind instrument accompaniments filling the air.","The violin leads with emotive strength, supported by piano chords, delicate harp, and whispering winds.","An orchestral blend where the harp's plucks, piano's echo, and violin's cry are uplifted by winds' harmony.","Dynamic interplay of violin and piano, with harp undertones and wind instruments weaving through the melody.
"
3PuzzYmTDA4.wav,soft strings  mellow woodwinds  and low brass,"Soft strings resonate gently, accompanied by the deep, rich tones of mellow woodwinds and subtle low brass.","A tranquil ensemble of soft strings, soothing woodwinds, and the subtle hum of low brass.","Elegant soft strings weave with mellow woodwinds, underpinned by the warm, rich resonance of low brass.",The gentle caress of soft strings paired with the lush whispers of woodwinds and the grounding echoes of low brass.,"A serene symphony of soft strings, mellow woodwinds, and low brass fills the air with a peaceful harmony.
"
3TP1itJqv-E.wav,bagpipe performance with audience sounds,"A bagpipe performance that echoes through the crowd, stirring a sense of unity.","The haunting sound of bagpipes, mixed with audience cheers, fills the air.",Bagpipes roar as the crowd's applause intensifies the lively atmosphere.,A vibrant bagpipe melody accompanied by the rhythmic clapping of an engaged audience.,"The soulful drone of bagpipes, complemented by the audience's spontaneous sounds of delight.
"
3TQmts_MxyQ.wav,piano  bass guitar  and acoustic drums,"An dynamic trio of piano, bass guitar, and acoustic drums resonate in harmonious overlap.","A tantalising blend of piano, rich bass guitar, and pulsing acoustic drums.","The acoustic drums, bass guitar and piano weave a rich tapestry of sound.","The piano notes mingle with the deep thrum of the bass guitar, punctuated by the rhythm of the acoustic drums.","Piano, bass guitar, and acoustic drums unite, giving birth to an entrancing symphony of sound."
3ZyuBJEbmJM.wav,syncopated bass rhythm,"A deep, rhythmic bass that pulses like a heartbeat in the night.","A lively, syncopated bass rhythm dancing through the music.","The bass rhythm, offbeat and playful, injects energy into the song.",A powerful syncopated bass that commands your feet to move.,"The bass rhythm, intricate and bold, weaves through the melody effortlessly.
"
3e6GleQ9sl0.wav,violin and harp music.,"A serene duet of violin and harp, evoking a tranquil morning by the lake.","A mystical blend of harp and violin, weaving an enchanting melody.","Violin and harp in harmony, creating a soundtrack for a peaceful retreat.",The violin's passionate notes complemented by the gentle pluck of the harp.,"An elegant exchange between violin and harp, perfect for a quiet evening.
"
3gh1oldZ7Zc.wav,acoustic guitar and wind instrument music,"A serene acoustic guitar accompanied by the gentle whisper of wind instruments, evoking a tranquil forest scene.","An uplifting duet of acoustic guitar and flutes, perfect for a sunny day.",The rustic charm of an acoustic guitar with a clarinet's soulful cry creates a poignant musical narrative.,"Acoustic guitar and saxophone blend in a jazzy, mellow harmony, ideal for evening relaxation.","The spirited interplay between acoustic guitar and oboe, weaving an enchanting melody through the air.
"
3m-a805cVl0.wav,simple  mono acoustic guitar melody tutorial,"A gentle acoustic guitar melody tutorial, perfect for beginners to learn at home. "," An acoustic guitar tutorial for a calming, simple melody to relax with. "," Learn an easy, flowing acoustic guitar melody that brings peace to your evening. "," This tutorial guides you through a simple acoustic guitar melody, ideal for introspective moments. "," Master a straightforward acoustic guitar melody that evokes a sense of rustic charm and warmth.
"
3rvqiSZB4pA.wav,keyboard  synth bass  and acoustic drums,A vibrant keyboard synth bass complemented by lively acoustic drums.,"Deep, resonant synth bass with crisp, organic drum rhythms.",Syncopated keyboard synth bass dances alongside the sharp beats of acoustic drums.,The warm tones of the keyboard synth bass meld with the dynamic acoustic drumming.,"A groovy synth bass line paired with the robust, natural sound of acoustic drums.
"
3w3fD54bNvU.wav,guitar solos and ambient room noises,"The guitar solos delicately intertwine with the ambient room noises, painting a nuanced audio picture.",An engulfing mix of ethereal guitar solos and natural ambient room noises.,"Guitar solos soar above the symphony of ambient room noises, creating a unique soundscape.",The sharp strings of the guitar solos harmonize perfectly with the whispering ambient room noises.,Ambient room noises form an exquisite backdrop for the charming melodies of the guitar solos.
3zIQTDfS4Hk.wav,an emotional exotic tropical steel drum ,A serene steel drum melody evokes a breezy Caribbean sunset.,"Vibrant rhythms from a steel drum stir the soul, echoing tropical islands.",Each note from the steel drum tells a story of distant shores and deep emotions.,A lively steel drum performance that transports you to a festive beach party.,"The steel drum plays a heart-warming tune, reminiscent of a soothing ocean breeze.
"
40i3_JH6FYw.wav,overdriven electric guitar,"The raw, intense sounds of an overdriven electric guitar reverberating off the walls.","Through an overdriven electric guitar, a beautiful chaos is exuded.",A sublime and rebellious serenade from an overdriven electric guitar.,"The piercing wail of an overdriven electric guitar, echoing a wild spirit.","A resonating roar, birthed from the strings of an overdriven electric guitar."
42QgE4mM55I.wav,digital drums and synth sounds ,"A smooth digital drum rhythm paired with ethereal synth sounds, perfect for night drives.",Digital drums clashing with high-energy synth waves create a dancefloor anthem.,The digital drum's steady pulse underlines an ever-evolving cascade of synth melodies.,"Mysterious, deep synth sounds weave through the precise beats of digital drums.","An upbeat blend of punchy digital drums and sparkling synth sounds, ideal for lifting spirits.
"
45iNSkfzOwM.wav,piano music box and ambient factory sounds,A haunting piano melody intertwines with the rhythmic clanking of factory machines.,Soft piano notes blend with the steady hum of industrial sounds.,The piano's gentle tune contrasts with the harsh mechanical noises of a factory.,A serene music box plays amidst the echo of factory ambiance.,"Delicate music box tunes weave through the gritty sounds of factory life.
"
